repo,agent,rel_path,skill_dir,yaml_name,size_lines,commit_hash,commit_date,commit_message,has_acf_cochange,total_cochanged,provenance_auto,provenance_lana,notes
openops-cloud/openops,Copilot,.claude/skills/react/SKILL.md,.claude/skills,react,175,5873135c97cd,5/11/2026,Update Claude / Agent MD and add React skill (#2273),TRUE,3,from_acf_signal,from_acf,"ACF co-changed with skill introduction, suggesting ACF-derived or ACF-synchronized skill."
openshift-pipelines/pipelines-as-code,Copilot,.claude/skills/commit-message/SKILL.md,.claude/skills,commit-message,329,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
openshift-pipelines/pipelines-as-code,Copilot,.claude/skills/release-notes/SKILL.md,.claude/skills,release-notes,234,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
owid/owid-grapher,Copilot,.claude/skills/add-synonym/SKILL.md,.claude/skills,add-synonym,65,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
owid/owid-grapher,Copilot,.claude/skills/create-migration/SKILL.md,.claude/skills,create-migration,21,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
pavelzbornik/whisperX-FastAPI,Copilot,.claude/skills/coverage-check/SKILL.md,.claude/skills,coverage-check,20,0a426d5479ed,3/30/2026,"docs: add TDD process, data integrity, and PR workflow rules to CLAUDE.md",TRUE,4,from_acf_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
pavelzbornik/whisperX-FastAPI,Copilot,.claude/skills/pr-ready/SKILL.md,.claude/skills,pr-ready,20,0a426d5479ed,3/30/2026,"docs: add TDD process, data integrity, and PR workflow rules to CLAUDE.md",TRUE,4,from_acf_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
pbs/pycaption,Copilot,.claude/skills/analyze-dfxp-docs/skill.md,.claude/skills,analyze-dfxp-docs,1383,b439b25f265f,4/28/2026,OCTO-11470-add-claude-skills,FALSE,38,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
pbs/pycaption,Copilot,.claude/skills/analyze-scc-docs/skill.md,.claude/skills,analyze-scc-docs,390,d3d08b017e02,4/21/2026,adding-some-useful-claude-skills,FALSE,21,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
pbs/pycaption,Copilot,.claude/skills/analyze-vtt-docs/skill.md,.claude/skills,analyze-vtt-docs,784,d3d08b017e02,4/21/2026,adding-some-useful-claude-skills,FALSE,21,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
pelikan-io/pelikan,OpenAI_Codex,.claude/skills/pr/SKILL.md,.claude/skills,pr,85,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
pelikan-io/pelikan,OpenAI_Codex,.claude/skills/release/SKILL.md,.claude/skills,release,95,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
pgdogdev/pgdog,Copilot,.claude/skills/bash/SKILL.md,.claude/skills,bash,14,2e0205173ba1,3/16/2026,fix: fix replication state sync (#833),FALSE,17,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
pgdogdev/pgdog,Copilot,.claude/skills/rust/SKILL.md,.claude/skills,rust,385,37cc2abec9d4,3/15/2026,Tweak Claude (#832),TRUE,4,from_acf_signal,from_acf,"ACF co-changed with skill introduction, suggesting ACF-derived or ACF-synchronized skill."
philosowaffle/peloton-to-garmin,Cursor,.claude/skills/working-issue/SKILL.md,.claude/skills,working-issue,123,2ce33795faf1,4/4/2026,Migrate .cursor rules to Claude Code config (#835),TRUE,12,marketplace_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
plastic-labs/honcho,Devin,.claude/skills/honcho-cli/SKILL.md,.claude/skills,honcho-cli,118,ae05ab5bc8f8,4/21/2026,fix: moving cli skill (#591),FALSE,6,marketplace_signal,scratch,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
plastic-labs/honcho,Devin,.claude/skills/honcho-integration/SKILL.md,.claude/skills,honcho-integration,555,669b1886d6cb,1/12/2026,README and docs updates (#308),FALSE,5,marketplace_signal,scratch,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
plastic-labs/honcho,Devin,.claude/skills/migrate-honcho-py/SKILL.md,.claude/skills,migrate-honcho,359,dce96889bc9c,1/22/2026,"feat: honcho 3.0, sdks 2.0, excise stainless, update v3 docs, changelogs (#331)",TRUE,360,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
port-labs/ocean,Copilot,.cursor/skills/create-ocean-integration/SKILL.md,.cursor/skills,create-ocean-integration,1300,3fe5b634d3f9,4/23/2026,[Integration] Added skill to create new ocean integration (#3125),FALSE,5,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
primer/react,Copilot,.github/skills/changesets/SKILL.md,.github/skills,changesets,148,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
primer/react,Copilot,.github/skills/deprecations/SKILL.md,.github/skills,deprecations,60,b2e0efd04c61,4/16/2026,Mark useResponsiveValue as deprecated (#7760),FALSE,7,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
primer/react,Copilot,.github/skills/feature-flags/SKILL.md,.github/skills,feature-flags,204,3fc8d04e92a3,3/25/2026,Add feature-flags Copilot skill (#7693),FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
princeton-pli/hal-harness,OpenAI_Codex,.claude/skills/test-plan/SKILL.md,.claude/skills,test-plan,75,2420264fd225,3/23/2026,test: add claude skills (#169),FALSE,4,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
princeton-pli/hal-harness,OpenAI_Codex,.claude/skills/test-write/SKILL.md,.claude/skills,test-write,95,2420264fd225,3/23/2026,test: add claude skills (#169),FALSE,4,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
projectcalico/calico,Copilot,.claude/skills/ci-reproduce-on-gcp-vm/SKILL.md,.claude/skills,ci-reproduce-on-gcp-vm,146,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
projectcalico/calico,Copilot,.claude/skills/design-kubernetes-api/SKILL.md,.claude/skills,design-kubernetes-api,130,8000f0f9ce96,2/20/2026,Start adding Claude instructions. (#11893),TRUE,4,from_acf_signal,from_acf,"ACF co-changed with skill introduction, suggesting ACF-derived or ACF-synchronized skill."
projectcalico/calico,Copilot,.claude/skills/implement-calico-api-resource/SKILL.md,.claude/skills,implement-calico-api-resource,587,b9efff5fb980,2/23/2026,Add implement-calico-api-resource Claude Code skill (#11897),FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
pushpalroy/JetLime,OpenAI_Codex,.claude/skills/compose-expert/SKILL.md,.claude/skills,compose-expert,180,7b4c3686c04c,4/22/2026,[setup] add claude skill for compose,FALSE,29,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
pushpalroy/JetLime,OpenAI_Codex,.claude/skills/edge-to-edge/SKILL.md,.claude/skills,edge-to-edge,425,5a80b8cb6439,4/22/2026,[setup] add android skills,FALSE,48,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
pushpalroy/JetLime,OpenAI_Codex,.claude/skills/r8-analyzer/SKILL.md,.claude/skills,r8-analyzer,41,5a80b8cb6439,4/22/2026,[setup] add android skills,FALSE,48,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
qltysh/qlty,OpenAI_Codex,.claude/skills/bc-check/SKILL.md,.claude/skills,bc-check,208,1cd2479068a9,4/23/2026,docs: add bc-check skill for reviewing backwards compatibility (#2767),FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
quay/quay,Claude_Code,.claude/skills/pilot-update/SKILL.md,.claude/skills,pilot-update,393,9d256676069c,5/4/2026,NO-ISSUE: feat(skills): add /pilot-update skill for PROJQUAY-11352 reporting (#5856),FALSE,1,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
radius-project/radius,Copilot,.github/skills/architecture-documenter/SKILL.md,.github/skills,architecture-documenter,173,0a710f84440d,3/2/2026,Architecture skill with Mermaid pattern documentation (#11281),TRUE,3,from_acf_signal,from_acf,"ACF co-changed with skill introduction, suggesting ACF-derived or ACF-synchronized skill."
radius-project/radius,Copilot,.github/skills/contributing-docs-updater/SKILL.md,.github/skills,contributing-docs-updater,219,acf480561138,3/9/2026,Contributing docs updater Copilot skill (#11401),TRUE,4,from_acf_signal,from_acf,"ACF co-changed with skill introduction, suggesting ACF-derived or ACF-synchronized skill."
radius-project/radius,Copilot,.github/skills/radius-build-cli/SKILL.md,.github/skills,radius-build-cli,105,0a26e31c801e,3/17/2026,"Copilot skills for building CLI, container images, and installing Radius (#11402)",TRUE,4,scratch,scratch,Automatic signal and commit metadata suggest project-specific creation.
reactjs/ko.react.dev,Copilot,.claude/skills/docs-components/SKILL.md,.claude/skills,docs-components,519,303e6b4c6dd8,1/27/2026,Init claude config (#8265),TRUE,9,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
reactjs/ko.react.dev,Copilot,.claude/skills/docs-rsc-sandpack/SKILL.md,.claude/skills,docs-rsc-sandpack,278,427f24d69467,2/28/2026,Add RSC Sandboxes (#8300),FALSE,23,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
reactjs/ko.react.dev,Copilot,.claude/skills/docs-sandpack/SKILL.md,.claude/skills,docs-sandpack,448,303e6b4c6dd8,1/27/2026,Init claude config (#8265),TRUE,9,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
receptron/mulmocast-cli,OpenAI_Codex,.claude/skills/conversation-chat/SKILL.md,.claude/skills,conversation-chat,308,f44c006e4bc0,3/1/2026,"feat: add learning content skills (vocab-chat, vocab-lesson, conversation-chat, stroke-order)",FALSE,11,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
receptron/mulmocast-cli,OpenAI_Codex,.claude/skills/elevenlabs-model-update/SKILL.md,.claude/skills,elevenlabs-model-update,84,80289a03e9f3,2/16/2026,chore: add elevenlabs-model-update skill,FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
receptron/mulmocast-cli,OpenAI_Codex,.claude/skills/replicate-api-check/SKILL.md,.claude/skills,replicate-api-check,66,d9049e4f0424,4/18/2026,chore: add replicate-api-check skill for model parameter investigation,FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
rendercv/rendercv,OpenAI_Codex,.claude/skills/publish-rendercv-typst-package/SKILL.md,.claude/skills,publish-rendercv-typst-package,196,67c7ccfc8479,3/20/2026,Publish Typst package and add skill for publishing Typst package.,FALSE,11,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
rendercv/rendercv,OpenAI_Codex,.claude/skills/rendercv-development-context/SKILL.md,.claude/skills,rendercv-development-context,83,5cc5fbdf9ec1,12/9/2025,Massive Refactor: Architecture Redesign and Technical Debt Cleanup (#528),FALSE,635,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
rendercv/rendercv,OpenAI_Codex,.claude/skills/rendercv-testing-context/SKILL.md,.claude/skills,rendercv-testing-context,156,5cc5fbdf9ec1,12/9/2025,Massive Refactor: Architecture Redesign and Technical Debt Cleanup (#528),FALSE,635,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
roboflow/inference,OpenAI_Codex,.claude/skills/add-inference-model/SKILL.md,.claude/skills,add-inference-model,269,127dd3c8b483,4/23/2026,Add add-inference-model Claude skill (#2247),FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
robusta-dev/holmesgpt,Claude_Code,.claude/skills/create-eval/SKILL.md,.claude/skills,create-eval,181,7d99b204e543,2/8/2026,Big yaml eval (#1527),TRUE,9,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
robusta-dev/holmesgpt,Claude_Code,.claude/skills/patch-cve/SKILL.md,.claude/skills,patch-cve,197,6ada1c2946f3,3/17/2026,Patch CVE-2025-68121 (#1667),FALSE,7,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
ruvnet/claude-flow,Claude_Code,.claude/skills/agentdb-advanced/SKILL.md,.claude/skills,AgentDB Advanced Features,551,2caa31c1a22e,10/20/2025,[release] v2.7.0-alpha.14 - AgentDB Skills Expansion,FALSE,8,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
ruvnet/claude-flow,Claude_Code,.claude/skills/agentdb-learning/SKILL.md,.claude/skills,AgentDB Learning Plugins,546,2caa31c1a22e,10/20/2025,[release] v2.7.0-alpha.14 - AgentDB Skills Expansion,FALSE,8,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
ruvnet/claude-flow,Claude_Code,.claude/skills/agentdb-memory-patterns/SKILL.md,.claude/skills,AgentDB Memory Patterns,340,94a80842e752,10/20/2025,[release] v2.7.0-alpha.11 - Skills System Integration,FALSE,103,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
ruvnet/ruv-FANN,Claude_Code,.claude/skills/agentdb-advanced/SKILL.md,.claude/skills,AgentDB Advanced Features,551,34c1c98bd39c,2/8/2026,"feat: Add claude-flow V3 configuration with agents, skills, helpers, and hooks",FALSE,180,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
ruvnet/ruv-FANN,Claude_Code,.claude/skills/agentdb-learning/SKILL.md,.claude/skills,AgentDB Learning Plugins,546,34c1c98bd39c,2/8/2026,"feat: Add claude-flow V3 configuration with agents, skills, helpers, and hooks",FALSE,180,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
ruvnet/ruv-FANN,Claude_Code,.claude/skills/agentdb-memory-patterns/SKILL.md,.claude/skills,AgentDB Memory Patterns,340,34c1c98bd39c,2/8/2026,"feat: Add claude-flow V3 configuration with agents, skills, helpers, and hooks",FALSE,180,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
ryokun6/ryos,OpenAI_Codex,.cursor/skills/create-ryos-app/SKILL.md,.cursor/skills,create-ryos-app,325,d036ad62b93c,1/24/2026,Enhance Vim functionality with search and visual modes,FALSE,12,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
ryokun6/ryos,OpenAI_Codex,.cursor/skills/localize/SKILL.md,.cursor/skills,localize,111,c9a40db78e8d,1/24/2026,chore: remove outdated command documentation files,FALSE,11,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
ryokun6/ryos,OpenAI_Codex,.cursor/skills/ui-design-styling/SKILL.md,.cursor/skills,ui-design-styling,237,d036ad62b93c,1/24/2026,Enhance Vim functionality with search and visual modes,FALSE,12,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
safe-global/safe-wallet-monorepo,OpenAI_Codex,.claude/skills/cypress-e2e/SKILL.md,.claude/skills,cypress-e2e,259,d3ae507ad4c7,4/2/2026,feat(e2e): add and fix spaces e2e cases (#7548),TRUE,40,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
safe-global/safe-wallet-monorepo,OpenAI_Codex,.claude/skills/design.figma-to-code/SKILL.md,.claude/skills,design.figma-to-code,181,6647a8db0d05,2/5/2026,"refactor(web): add shadcn, new theme vars, and Claude skills for Figma interop (#7100)",TRUE,106,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
safe-global/safe-wallet-monorepo,OpenAI_Codex,.claude/skills/design.prototype/SKILL.md,.claude/skills,design.prototype,147,6647a8db0d05,2/5/2026,"refactor(web): add shadcn, new theme vars, and Claude skills for Figma interop (#7100)",TRUE,106,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
saleor/apps,Copilot,.claude/skills/add-env-variable/SKILL.md,.claude/skills,Add Environment Variable,139,d5d7a4feffb1,1/27/2026,Migrate apps to t3-env for type-safe environment variable management (#2203),FALSE,99,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
saleor/apps,Copilot,.claude/skills/create-saleor-package/SKILL.md,.claude/skills,create-saleor-package,56,7f15a787d240,2/24/2026,Skill to bootstrap monorepo package (#2250),FALSE,2,scratch_likely,scratch,Automatic signal and commit metadata suggest project-specific creation.
saleor/saleor,Copilot,.claude/skills/filter-benchmark/SKILL.md,.claude/skills,filter-benchmark,197,e3a6bae82a31,3/26/2026,Add filter-benchmark skill (#18945),FALSE,2,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
saleor/saleor,Copilot,.claude/skills/pytest-runner/SKILL.md,.claude/skills,pytest-runner,32,29a082acccb9,2/12/2026,claude skills - commit and tet (#18790),FALSE,3,unknown,scratch,Available metadata is insufficient to determine provenance confidently.
saleor/saleor,Copilot,.claude/skills/saleor-commit/SKILL.md,.claude/skills,saleor-commit,69,29a082acccb9,2/12/2026,claude skills - commit and tet (#18790),FALSE,3,unknown,scratch,Available metadata is insufficient to determine provenance confidently.
sandrohanea/whisper.net,OpenAI_Codex,.github/skills/change-native-runtimes/SKILL.md,.github/skills,Change native runtimes,55,396aa97dd39f,5/30/2026,feat: Add Copilot instructions (#513),TRUE,9,scratch,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
sandrohanea/whisper.net,OpenAI_Codex,.github/skills/manage-whisper-test-models/SKILL.md,.github/skills,Manage Whisper test models,43,396aa97dd39f,5/30/2026,feat: Add Copilot instructions (#513),TRUE,9,scratch,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
sandrohanea/whisper.net,OpenAI_Codex,.github/skills/run-dotnet-tests-with-preview-nativelibs/SKILL.md,.github/skills,Run .NET tests with preview native libs,75,396aa97dd39f,5/30/2026,feat: Add Copilot instructions (#513),TRUE,9,scratch,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
scverse/spatialdata,Copilot,.claude/skills/memray/SKILL.md,.claude/skills,memray,38,5c241f9063b1,5/11/2026,[wip] Add/pixi tasks (#1097),FALSE,5,marketplace_signal,scratch,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
scverse/spatialdata,Copilot,.claude/skills/profimp/SKILL.md,.claude/skills,profimp,31,5c241f9063b1,5/11/2026,[wip] Add/pixi tasks (#1097),FALSE,5,marketplace_signal,scratch,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
scverse/spatialdata,Copilot,.claude/skills/pyspy/SKILL.md,.claude/skills,pyspy,46,5c241f9063b1,5/11/2026,[wip] Add/pixi tasks (#1097),FALSE,5,marketplace_signal,scratch,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
seasonedcc/remix-forms,OpenAI_Codex,.claude/skills/release/SKILL.md,.claude/skills,release,158,659aa237c770,3/18/2026,Add release and skill-manager skills,FALSE,2,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
seasonedcc/remix-forms,OpenAI_Codex,.claude/skills/safe-element-comparison/SKILL.md,.claude/skills,safe-element-comparison,118,ffa9bd2ce1cd,3/21/2026,Fix false-positive element type comparisons in mapChildren,FALSE,6,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
seasonedcc/remix-forms,OpenAI_Codex,.claude/skills/skill-manager/SKILL.md,.claude/skills,skill-manager,942,659aa237c770,3/18/2026,Add release and skill-manager skills,FALSE,2,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
selfxyz/self,OpenAI_Codex,.claude/skills/gaps-to-issues/SKILL.md,.claude/skills,gaps-to-issues,95,bd2e3c673814,3/23/2026,"add Euclid 3.0 settings screens, tunnel flow, and audit pipeline skills (#1858)",TRUE,37,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
selfxyz/self,OpenAI_Codex,.claude/skills/linear-initiative-update/SKILL.md,.claude/skills,linear-initiative-update,93,98404862b221,5/1/2026,add skill (#2040),FALSE,3,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
selfxyz/self,OpenAI_Codex,.claude/skills/pr-audit/SKILL.md,.claude/skills,pr-audit,211,bd2e3c673814,3/23/2026,"add Euclid 3.0 settings screens, tunnel flow, and audit pipeline skills (#1858)",TRUE,37,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
shader-slang/slang,Copilot,.claude/skills/repro-remix/SKILL.md,.claude/skills,repro-remix,57,c56bf91f6f2c,2/9/2026,Add Claude AI-powered code review and assistant workflows,TRUE,6,marketplace_signal,from_acf,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
shader-slang/slang,Copilot,.claude/skills/slang-release-process/SKILL.md,.claude/skills,slang-release-process,120,135610cf5a18,4/24/2026,Document the release process in CLAUDE.md (#10903),TRUE,2,from_acf_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
shader-slang/slang,Copilot,.claude/skills/slang-review-clarity-workflow/SKILL.md,.claude/skills,slang-review-clarity-workflow,151,dab1be19fd44,5/29/2026,Add skills for clarity-focused review of changes (#11340),TRUE,11,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
shugo/textbringer,Copilot,.claude/skills/port-theme/SKILL.md,.claude/skills,port-theme,158,29f761538030,3/20/2026,Add port-theme skill for porting Vim colorschemes to Textbringer,FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
stargately/beancount-mobile,OpenAI_Codex,skills/.claude/skills/beancount-init/SKILL.md,.claude/skills,beancount-init,166,17d5ee789c57,5/1/2026,update,FALSE,1,scratch_likely,scratch,Automatic signal and commit metadata suggest project-specific creation.
stargately/beancount-mobile,OpenAI_Codex,skills/.claude/skills/beancount-options/SKILL.md,.claude/skills,beancount-options,266,2ecbc3c13fb4,5/2/2026,feat(skills): add beancount-options skill for natural-language options trades,TRUE,27,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
stellar/stellar-core,Copilot,.claude/skills/adding-a-new-skill/SKILL.md,.claude/skills,adding-a-skill,64,5c5208b7a861,1/23/2026,"Rewrite copilot-instructions, add some skills.",TRUE,9,marketplace_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
stellar/stellar-core,Copilot,.claude/skills/adding-tests/SKILL.md,.claude/skills,adding-tests,216,5c5208b7a861,1/23/2026,"Rewrite copilot-instructions, add some skills.",TRUE,9,marketplace_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
stellar/stellar-core,Copilot,.claude/skills/configuring-the-build/SKILL.md,.claude/skills,configuring-the-build,70,5c5208b7a861,1/23/2026,"Rewrite copilot-instructions, add some skills.",TRUE,9,marketplace_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
syncfusion/maui-toolkit,Copilot,.github/skills/multi-model-analysis/SKILL.md,.github/skills,multi-model-analysis,124,0f5322e65b89,3/5/2026,Changes added.,FALSE,3,unknown,scratch,Available metadata is insufficient to determine provenance confidently.
syncfusion/maui-toolkit,Copilot,.github/skills/testing-guide/SKILL.md,.github/skills,testing-guide,120,0f5322e65b89,3/5/2026,Changes added.,FALSE,3,unknown,scratch,Available metadata is insufficient to determine provenance confidently.
tambo-ai/tambo,OpenAI_Codex,.claude/skills/ai-sdk-model-manager/SKILL.md,.claude/skills,ai-sdk-model-manager,222,c689a0baf3bd,11/26/2025,docs(models): update model configurations and documentation (#1384),FALSE,19,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
tambo-ai/tambo,OpenAI_Codex,.claude/skills/api-resource-lifecycle/SKILL.md,.claude/skills,api-resource-lifecycle,209,d22b85afdab2,4/6/2026,"refactor(web): consolidate skills, fix a11y and styling violations (#2744)",FALSE,11,marketplace_signal,from_acf,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
tambo-ai/tambo,OpenAI_Codex,.claude/skills/building-settings-ui/SKILL.md,.claude/skills,building-settings-ui,243,d22b85afdab2,4/6/2026,"refactor(web): consolidate skills, fix a11y and styling violations (#2744)",FALSE,11,marketplace_signal,from_acf,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
tegnike/aituber-kit,Devin,.claude/skills/sync-translations/SKILL.md,.claude/skills,sync-translations,129,c578e89aad42,1/16/2026,Add PNGTuber and Memory settings translations for multiple languages,FALSE,15,marketplace_signal,scratch,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
tegnike/aituber-kit,Devin,.claude/skills/update-docs/SKILL.md,.claude/skills,update-docs,242,0dce616a12f7,3/9/2026,feat: ドキュメント更新スキルを追加し、翻訳ファイル同期機能を強化,FALSE,3,unknown,scratch,Available metadata is insufficient to determine provenance confidently.
tegnike/aituber-kit,Devin,.claude/skills/verify-endpoints/SKILL.md,.claude/skills,verify-endpoints,568,7685078d118f,2/3/2026,feat: AIプロバイダーのAPIエンドポイント動作確認スキルを追加,FALSE,1,scratch_likely,scratch,Automatic signal and commit metadata suggest project-specific creation.
temporalio/temporal,OpenAI_Codex,.claude/skills/review/SKILL.md,.claude/skills,review,19,98859f32f885,2/17/2026,Review agent guidelines (#8973),TRUE,3,from_acf_signal,from_acf,"ACF co-changed with skill introduction, suggesting ACF-derived or ACF-synchronized skill."
temporalio/ui,OpenAI_Codex,.claude/skills/auth-testing/SKILL.md,.claude/skills,auth-testing,163,68f189879f8d,2/6/2026,Refresh token POC (#2966),FALSE,42,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
temporalio/ui,OpenAI_Codex,.claude/skills/local-temporal/SKILL.md,.claude/skills,local-temporal,70,84618196ddfd,4/20/2026,feat: serverless worker deployment CRUD (#3236),FALSE,74,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
temporalio/ui,OpenAI_Codex,.claude/skills/setup-worktree/SKILL.md,.claude/skills,setup-worktree,43,4e32d23018d0,4/21/2026,chore: add setup-worktree skill (#3278),FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
theepicsaxguy/homelab,Copilot,.claude/skills/agents-md-updater/SKILL.md,.claude/skills,agents-md-updater,94,ab0794f5d5b2,3/2/2026,Fix(k8s)--update-opencode-deployment-configuration-for-security-and-stability (#2338),TRUE,32,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
theepicsaxguy/homelab,Copilot,.claude/skills/cilium-hubble/SKILL.md,.claude/skills,cilium-hubble,38,9dde86af5bf2,4/13/2026,Fix(networking)  update ingress rules for gptr nextjs and ws rewriter (#2550),FALSE,12,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
triggerdotdev/trigger.dev,Devin,.claude/skills/span-timeline-events/SKILL.md,.claude/skills,span-timeline-events,79,9cb3dcb07c59,3/29/2026,feat(supervisor): compute workload manager (#3114),TRUE,44,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
triggerdotdev/trigger.dev,Devin,.claude/skills/trigger-dev-tasks/SKILL.md,.claude/skills,trigger-dev-tasks,201,2c30c2defbca,1/12/2026,chore(claude): add CLAUDE.md and claude skill for writing trigger.dev tasks + add 4.3.0 rule set (#2867),TRUE,11,marketplace_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
trufflesecurity/trufflehog,Cursor,.cursor/skills/dep-updates/SKILL.md,.cursor/skills,dep-updates,82,794a6e5211d8,4/15/2026,"dep-updates: Go 1.25, refresh modules, add dependency workflow skill (#4888)",FALSE,12,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
